t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
8.69,13.884,-3.4177,4.22,0.13318,-0.18828,-0.82786,0.51134,-2.8244,-5.2196,0.28921,-0.014137,-0.40045,0.094518,-4.495,1.9101,-0.081921,0,0,0,6.7592,6.7209,6.866,6.8595,2.0232,3.8556,0.24209,4.7612,1.1311,0.36359
8.7,13.855,-3.4698,4.2229,0.13218,-0.18875,-0.83003,0.50789,-2.8693,-5.2003,0.2884,-0.014332,-0.40338,0.09513,-4.4745,1.9488,-0.079483,0,0,0,6.7596,6.7217,6.8661,6.8597,2.0706,3.8668,0.24549,4.7214,1.1055,0.31568
8.71,13.826,-3.5217,4.2258,0.13116,-0.18922,-0.83219,0.50443,-2.9139,-5.1806,0.28762,-0.01445,-0.4063,0.09574,-4.4536,1.9875,-0.077013,0,0,0,6.7601,6.7225,6.8661,6.86,2.1176,3.8777,0.2484,4.681,1.0793,0.26696
8.72,13.797,-3.5734,4.2286,0.13013,-0.18971,-0.83433,0.50097,-2.9584,-5.1605,0.28686,-0.01449,-0.40921,0.096348,-4.4322,2.0263,-0.074517,0,0,0,6.7606,6.7233,6.8662,6.8602,2.1642,3.8884,0.25083,4.6401,1.0526,0.2174
8.73,13.767,-3.6249,4.2315,0.12908,-0.19019,-0.83645,0.4975,-3.0026,-5.1401,0.28613,-0.014453,-0.4121,0.096952,-4.4103,2.0652,-0.071998,0,0,0,6.7611,6.7242,6.8662,6.8604,2.2104,3.8988,0.25275,4.5988,1.0252,0.16693
8.74,13.737,-3.6762,4.2344,0.12801,-0.19068,-0.83856,0.49403,-3.0466,-5.1192,0.28542,-0.014338,-0.41497,0.097554,-4.388,2.1043,-0.069463,0,0,0,6.7617,6.7252,6.8662,6.8606,2.2562,3.9089,0.25416,4.5571,0.9972,0.11553
8.75,13.706,-3.7273,4.2372,0.12694,-0.19118,-0.84066,0.49055,-3.0903,-5.098,0.28474,-0.014147,-0.41782,0.098152,-4.3652,2.1434,-0.066917,0,0,0,6.7623,6.7262,6.8663,6.8609,2.3016,3.9187,0.25506,4.5151,0.96863,0.063138
8.76,13.675,-3.7782,4.24,0.12584,-0.19168,-0.84273,0.48706,-3.1339,-5.0764,0.28408,-0.013878,-0.42065,0.098747,-4.3419,2.1827,-0.064364,0,0,0,6.7629,6.7273,6.8663,6.8611,2.3465,3.9282,0.25542,4.4729,0.93945,0.0097242
8.77,13.643,-3.8288,4.2429,0.12473,-0.19218,-0.84479,0.48356,-3.1772,-5.0544,0.28345,-0.013534,-0.42346,0.099338,-4.3182,2.222,-0.06181,0,0,0,6.7636,6.7284,6.8664,6.8613,2.391,3.9375,0.25525,4.4306,0.90968,-0.04476
8.78,13.611,-3.8793,4.2457,0.12361,-0.1927,-0.84684,0.48006,-3.2202,-5.0319,0.28285,-0.013113,-0.42624,0.099925,-4.2941,2.2614,-0.059261,0,0,0,6.7644,6.7295,6.8664,6.8615,2.4351,3.9464,0.25452,4.3882,0.87931,-0.10036
8.79,13.579,-3.9295,4.2485,0.12247,-0.19321,-0.84886,0.47655,-3.263,-5.0091,0.28227,-0.012617,-0.429,0.10051,-4.2695,2.3009,-0.056721,0,0,0,6.7651,6.7307,6.8665,6.8617,2.4788,3.9551,0.25324,4.3458,0.84834,-0.15711
8.8,13.546,-3.9794,4.2514,0.12132,-0.19374,-0.85088,0.47303,-3.3056,-4.9859,0.28171,-0.012045,-0.43173,0.10109,-4.2445,2.3405,-0.054198,0,0,0,6.7659,6.7319,6.8665,6.8619,2.522,3.9634,0.25138,4.3035,0.81676,-0.21507
8.81,13.513,-4.0292,4.2542,0.12016,-0.19427,-0.85287,0.46951,-3.3479,-4.9623,0.28118,-0.011399,-0.43443,0.10166,-4.2191,2.3802,-0.051696,0,0,0,6.7668,6.7331,6.8666,6.8621,2.5649,3.9714,0.24893,4.2612,0.78459,-0.27426
8.82,13.479,-4.0787,4.257,0.11898,-0.1948,-0.85485,0.46598,-3.39,-4.9383,0.28068,-0.01068,-0.4371,0.10223,-4.1932,2.4199,-0.049221,0,0,0,6.7677,6.7344,6.8667,6.8624,2.6073,3.9791,0.24589,4.2191,0.7518,-0.33464
8.83,13.445,-4.1279,4.2598,0.11779,-0.19534,-0.85681,0.46244,-3.4318,-4.9139,0.2802,-0.0098867,-0.43974,0.1028,-4.167,2.4598,-0.04678,0,0,0,6.7686,6.7357,6.8668,6.8626,2.6492,3.9864,0.24223,4.1771,0.71842,-0.39612
8.84,13.411,-4.177,4.2626,0.11659,-0.19589,-0.85875,0.45889,-3.4733,-4.8891,0.27974,-0.0090211,-0.44234,0.10336,-4.1403,2.4997,-0.044379,0,0,0,6.7695,6.7371,6.8669,6.8628,2.6908,3.9935,0.23796,4.1352,0.68442,-0.45857
8.85,13.376,-4.2257,4.2654,0.11538,-0.19645,-0.86068,0.45534,-3.5146,-4.8639,0.27931,-0.0080836,-0.44491,0.10391,-4.1131,2.5396,-0.042023,0,0,0,6.7705,6.7385,6.867,6.8631,2.732,4.0001,0.23306,4.0933,0.64981,-0.52191
8.86,13.34,-4.2742,4.2682,0.11415,-0.19701,-0.86259,0.45178,-3.5556,-4.8383,0.2789,-0.0070748,-0.44745,0.10446,-4.0856,2.5797,-0.03972,0,0,0,6.7715,6.7399,6.8672,6.8633,2.7727,4.0064,0.22752,4.0514,0.61459,-0.58601
8.87,13.305,-4.3225,4.271,0.11291,-0.19758,-0.86448,0.44821,-3.5963,-4.8123,0.27852,-0.0059955,-0.44994,0.10501,-4.0577,2.6198,-0.037475,0,0,0,6.7725,6.7413,6.8673,6.8635,2.813,4.0124,0.22134,4.0095,0.57875,-0.65079
8.88,13.268,-4.3705,4.2737,0.11167,-0.19816,-0.86635,0.44463,-3.6368,-4.7859,0.27815,-0.0048465,-0.4524,0.10555,-4.0294,2.6599,-0.035295,0,0,0,6.7736,6.7428,6.8674,6.8638,2.8529,4.018,0.2145,3.9674,0.54229,-0.71612
8.89,13.232,-4.4182,4.2765,0.11041,-0.19874,-0.86821,0.44105,-3.6769,-4.7591,0.27781,-0.0036284,-0.45483,0.10608,-4.0006,2.7001,-0.033187,0,0,0,6.7747,6.7443,6.8676,6.864,2.8923,4.0233,0.20701,3.9253,0.50521,-0.78191
8.9,13.195,-4.4657,4.2793,0.10914,-0.19933,-0.87005,0.43746,-3.7168,-4.7319,0.27749,-0.0023421,-0.45721,0.10661,-3.9715,2.7404,-0.031157,0,0,0,6.7758,6.7459,6.8677,6.8642,2.9314,4.0281,0.19886,3.883,0.46751,-0.84805
8.91,13.158,-4.5128,4.2821,0.10786,-0.19993,-0.87187,0.43386,-3.7563,-4.7043,0.27719,-0.00098853,-0.45955,0.10713,-3.942,2.7807,-0.029212,0,0,0,6.777,6.7474,6.8679,6.8645,2.97,4.0326,0.19005,3.8405,0.42918,-0.91444
8.92,13.12,-4.5597,4.2848,0.10657,-0.20054,-0.87368,0.43025,-3.7956,-4.6763,0.2769,0.00043158,-0.46184,0.10765,-3.9121,2.821,-0.027358,0,0,0,6.7781,6.749,6.8681,6.8647,3.0082,4.0367,0.18058,3.7978,0.39023,-0.98096
8.93,13.082,-4.6064,4.2876,0.10527,-0.20116,-0.87546,0.42663,-3.8346,-4.6479,0.27664,0.0019173,-0.4641,0.10816,-3.8818,2.8614,-0.025603,0,0,0,6.7793,6.7506,6.8682,6.865,3.0459,4.0404,0.17043,3.7548,0.35064,-1.0475
8.94,13.043,-4.6527,4.2904,0.10396,-0.20178,-0.87723,0.42301,-3.8732,-4.6191,0.27639,0.0034678,-0.46631,0.10867,-3.8512,2.9018,-0.023952,0,0,0,6.7805,6.7522,6.8684,6.8652,3.0833,4.0437,0.15962,3.7115,0.31043,-1.114
8.95,13.004,-4.6987,4.2931,0.10265,-0.20241,-0.87899,0.41938,-3.9116,-4.5899,0.27616,0.005082,-0.46847,0.10917,-3.8202,2.9423,-0.022412,0,0,0,6.7818,6.7539,6.8686,6.8654,3.1202,4.0466,0.14815,3.6679,0.26957,-1.1803
8.96,12.965,-4.7445,4.2959,0.10132,-0.20305,-0.88072,0.41574,-3.9496,-4.5602,0.27594,0.0067591,-0.47059,0.10966,-3.7888,2.9828,-0.020991,0,0,0,6.783,6.7555,6.8687,6.8656,3.1566,4.0491,0.13602,3.6239,0.22808,-1.2463
8.97,12.925,-4.79,4.2987,0.099989,-0.2037,-0.88244,0.41209,-3.9874,-4.5302,0.27574,0.0084981,-0.47266,0.11014,-3.757,3.0233,-0.019694,0,0,0,6.7843,6.7572,6.8689,6.8658,3.1926,4.0512,0.12323,3.5796,0.18595,-1.312
8.98,12.885,-4.8351,4.3014,0.098648,-0.20436,-0.88413,0.40843,-4.0248,-4.4998,0.27555,0.010298,-0.47468,0.11062,-3.7249,3.0638,-0.018528,0,0,0,6.7856,6.7589,6.8691,6.866,3.2282,4.0528,0.10978,3.5348,0.14318,-1.3771
8.99,12.845,-4.8799,4.3042,0.097301,-0.20502,-0.88581,0.40476,-4.0619,-4.4689,0.27537,0.012158,-0.47665,0.1111,-3.6925,3.1043,-0.017501,0,0,0,6.7869,6.7606,6.8692,6.8662,3.2633,4.054,0.095688,3.4895,0.099765,-1.4416
9,12.804,-4.9245,4.3069,0.095947,-0.2057,-0.88748,0.40108,-4.0986,-4.4377,0.2752,0.014076,-0.47857,0.11156,-3.6597,3.1449,-0.016617,0,0,0,6.7883,6.7624,6.8694,6.8664,3.298,4.0548,0.080952,3.4437,0.055701,-1.5055
9.01,12.763,-4.9687,4.3097,0.094586,-0.20638,-0.88912,0.3974,-4.1351,-4.406,0.27503,0.016052,-0.48043,0.11202,-3.6265,3.1854,-0.015884,0,0,0,6.7896,6.7641,6.8695,6.8665,3.3322,4.0551,0.065581,3.3973,0.010988,-1.5685
9.02,12.721,-5.0126,4.3124,0.093219,-0.20707,-0.89075,0.3937,-4.1712,-4.374,0.27488,0.018085,-0.48225,0.11247,-3.593,3.226,-0.015307,0,0,0,6.791,6.7659,6.8696,6.8667,3.366,4.055,0.049585,3.3504,-0.034376,-1.6306
9.03,12.679,-5.0562,4.3152,0.091846,-0.20777,-0.89236,0.39,-4.2069,-4.3415,0.27473,0.020173,-0.48401,0.11292,-3.5592,3.2665,-0.014894,0,0,0,6.7923,6.7676,6.8697,6.8668,3.3992,4.0545,0.032973,3.3029,-0.080394,-1.6917
9.04,12.637,-5.0994,4.3179,0.090468,-0.20848,-0.89395,0.38628,-4.2423,-4.3086,0.27458,0.022316,-0.48571,0.11336,-3.5251,3.3071,-0.01465,0,0,0,6.7937,6.7694,6.8698,6.8669,3.432,4.0534,0.015755,3.2547,-0.12707,-1.7516
9.05,12.594,-5.1423,4.3207,0.089085,-0.2092,-0.89552,0.38255,-4.2774,-4.2754,0.27443,0.024511,-0.48736,0.11379,-3.4906,3.3476,-0.014581,0,0,0,6.7951,6.7712,6.8699,6.8669,3.4643,4.0519,-0.002056,3.2058,-0.1744,-1.8104
9.06,12.551,-5.1849,4.3234,0.087698,-0.20992,-0.89707,0.37882,-4.3122,-4.2417,0.27429,0.026759,-0.48895,0.11421,-3.4558,3.3881,-0.014693,0,0,0,6.7965,6.773,6.87,6.867,3.4961,4.0499,-0.020448,3.1562,-0.2224,-1.8677
9.07,12.508,-5.2272,4.3261,0.086306,-0.21066,-0.89861,0.37507,-4.3465,-4.2076,0.27414,0.029057,-0.49049,0.11463,-3.4207,3.4286,-0.014992,0,0,0,6.7979,6.7748,6.8701,6.867,3.5274,4.0475,-0.039406,3.1058,-0.27105,-1.9237
9.08,12.465,-5.2691,4.3289,0.08491,-0.21141,-0.90013,0.37131,-4.3806,-4.1731,0.27399,0.031404,-0.49196,0.11503,-3.3852,3.469,-0.015483,0,0,0,6.7994,6.7766,6.8701,6.867,3.5582,4.0445,-0.058916,3.0546,-0.32038,-1.9781
9.09,12.421,-5.3106,4.3316,0.083511,-0.21216,-0.90162,0.36754,-4.4142,-4.1382,0.27383,0.0338,-0.49338,0.11543,-3.3495,3.5095,-0.016172,0,0,0,6.8008,6.7784,6.8701,6.8669,3.5885,4.0411,-0.078962,3.0026,-0.37037,-2.0308
9.1,12.376,-5.3518,4.3344,0.08211,-0.21292,-0.9031,0.36376,-4.4476,-4.1029,0.27366,0.036242,-0.49473,0.11582,-3.3135,3.5499,-0.017064,0,0,0,6.8022,6.7802,6.8701,6.8668,3.6183,4.0371,-0.099526,2.9498,-0.42103,-2.0818
9.11,12.332,-5.3927,4.3371,0.080705,-0.2137,-0.90457,0.35997,-4.4805,-4.0672,0.27349,0.038729,-0.49602,0.1162,-3.2771,3.5902,-0.018164,0,0,0,6.8037,6.782,6.87,6.8667,3.6475,4.0326,-0.12059,2.896,-0.47237,-2.1309
9.12,12.287,-5.4332,4.3398,0.079299,-0.21448,-0.90601,0.35617,-4.5131,-4.0311,0.2733,0.041261,-0.49724,0.11658,-3.2405,3.6305,-0.019477,0,0,0,6.8052,6.7838,6.87,6.8666,3.6762,4.0276,-0.14214,2.8413,-0.52438,-2.178
9.13,12.241,-5.4733,4.3426,0.077891,-0.21527,-0.90744,0.35235,-4.5453,-3.9946,0.2731,0.043834,-0.4984,0.11694,-3.2036,3.6708,-0.021008,0,0,0,6.8066,6.7857,6.8698,6.8664,3.7043,4.0221,-0.16414,2.7856,-0.57707,-2.2231
9.14,12.196,-5.5131,4.3453,0.076481,-0.21607,-0.90884,0.34853,-4.5772,-3.9577,0.27288,0.046449,-0.4995,0.1173,-3.1664,3.7109,-0.022762,0,0,0,6.8081,6.7875,6.8697,6.8661,3.7319,4.0161,-0.18659,2.7289,-0.63044,-2.2659
9.15,12.15,-5.5525,4.348,0.075071,-0.21688,-0.91023,0.34469,-4.6086,-3.9204,0.27264,0.049102,-0.50052,0.11764,-3.129,3.7511,-0.024741,0,0,0,6.8096,6.7893,6.8695,6.8658,3.7589,4.0095,-0.20946,2.6711,-0.68449,-2.3065
9.16,12.104,-5.5915,4.3508,0.07366,-0.2177,-0.9116,0.34083,-4.6397,-3.8827,0.27238,0.051794,-0.50148,0.11798,-3.0912,3.7911,-0.026952,0,0,0,6.811,6.7912,6.8693,6.8655,3.7853,4.0024,-0.23271,2.6123,-0.73922,-2.3447
9.17,12.057,-5.6301,4.3535,0.072249,-0.21853,-0.91295,0.33697,-4.6705,-3.8446,0.2721,0.054521,-0.50236,0.11831,-3.0533,3.8311,-0.029397,0,0,0,6.8125,6.793,6.8691,6.8651,3.8112,3.9947,-0.25634,2.5523,-0.79464,-2.3804
9.18,12.01,-5.6684,4.3562,0.070839,-0.21937,-0.91428,0.33309,-4.7008,-3.8061,0.27179,0.057283,-0.50318,0.11862,-3.015,3.871,-0.03208,0,0,0,6.814,6.7948,6.8688,6.8647,3.8364,3.9865,-0.28031,2.4912,-0.85075,-2.4135
9.19,11.963,-5.7062,4.3589,0.06943,-0.22022,-0.91559,0.3292,-4.7308,-3.7672,0.27146,0.060077,-0.50392,0.11893,-2.9765,3.9109,-0.035004,0,0,0,6.8155,6.7967,6.8685,6.8642,3.861,3.9777,-0.3046,2.429,-0.90755,-2.444
9.2,11.916,-5.7437,4.3616,0.068021,-0.22108,-0.91689,0.32529,-4.7603,-3.7279,0.27109,0.062901,-0.50459,0.11922,-2.9378,3.9506,-0.038173,0,0,0,6.817,6.7985,6.8681,6.8636,3.885,3.9684,-0.32918,2.3657,-0.96501,-2.4718
9.21,11.868,-5.7808,4.3643,0.066615,-0.22194,-0.91816,0.32137,-4.7895,-3.6882,0.27069,0.065755,-0.50518,0.11951,-2.8988,3.9902,-0.041589,0,0,0,6.8185,6.8004,6.8677,6.863,3.9083,3.9584,-0.35403,2.3013,-1.0231,-2.4971
9.22,11.82,-5.8175,4.367,0.065211,-0.22282,-0.91942,0.31744,-4.8183,-3.6481,0.27026,0.068635,-0.50569,0.11978,-2.8596,4.0297,-0.045254,0,0,0,6.82,6.8022,6.8673,6.8624,3.931,3.9479,-0.37912,2.236,-1.0819,-2.5199
9.23,11.771,-5.8538,4.3697,0.06381,-0.2237,-0.92066,0.31349,-4.8467,-3.6076,0.26979,0.071541,-0.50613,0.12005,-2.8202,4.0692,-0.049172,0,0,0,6.8216,6.8041,6.8668,6.8616,3.953,3.9368,-0.40442,2.1697,-1.1413,-2.5402
9.24,11.723,-5.8896,4.3724,0.062412,-0.2246,-0.92187,0.30953,-4.8747,-3.5667,0.26928,0.07447,-0.50649,0.1203,-2.7806,4.1085,-0.053343,0,0,0,6.8231,6.8059,6.8663,6.8609,3.9744,3.9251,-0.42991,2.1025,-1.2013,-2.558
9.25,11.674,-5.9251,4.3751,0.061017,-0.2255,-0.92307,0.30555,-4.9023,-3.5254,0.26872,0.077419,-0.50676,0.12054,-2.7407,4.1477,-0.057771,0,0,0,6.8246,6.8078,6.8657,6.8601,3.995,3.9128,-0.45557,2.0344,-1.262,-2.5733
9.26,11.625,-5.9601,4.3778,0.059627,-0.22641,-0.92425,0.30156,-4.9295,-3.4837,0.26812,0.080388,-0.50696,0.12076,-2.7007,4.1867,-0.062455,0,0,0,6.8261,6.8096,6.8651,6.8592,4.015,3.8998,-0.48137,1.9655,-1.3232,-2.5862
9.27,11.575,-5.9948,4.3805,0.058241,-0.22733,-0.92541,0.29755,-4.9563,-3.4417,0.26747,0.083373,-0.50707,0.12098,-2.6604,4.2257,-0.067399,0,0,0,6.8276,6.8114,6.8644,6.8583,4.0344,3.8863,-0.50729,1.8959,-1.3851,-2.5966
9.28,11.526,-6.029,4.3832,0.05686,-0.22826,-0.92655,0.29353,-4.9827,-3.3992,0.26677,0.086374,-0.5071,0.12118,-2.62,4.2645,-0.072601,0,0,0,6.8291,6.8132,6.8637,6.8573,4.053,3.8721,-0.53329,1.8256,-1.4475,-2.6047
9.29,11.476,-6.0628,4.3858,0.055485,-0.2292,-0.92768,0.28949,-5.0087,-3.3564,0.26602,0.089387,-0.50704,0.12137,-2.5794,4.3031,-0.078065,0,0,0,6.8306,6.815,6.863,6.8563,4.0709,3.8573,-0.55937,1.7545,-1.5105,-2.6105
9.3,11.425,-6.0961,4.3885,0.054116,-0.23015,-0.92878,0.28544,-5.0343,-3.3131,0.26521,0.09241,-0.5069,0.12155,-2.5386,4.3416,-0.083789,0,0,0,6.8321,6.8168,6.8623,6.8552,4.0881,3.8419,-0.5855,1.6829,-1.574,-2.6139
9.31,11.375,-6.129,4.3911,0.052753,-0.2311,-0.92986,0.28136,-5.0595,-3.2695,0.26434,0.095442,-0.50667,0.12172,-2.4976,4.3799,-0.089775,0,0,0,6.8336,6.8186,6.8615,6.8541,4.1045,3.8259,-0.61164,1.6107,-1.6381,-2.615
9.32,11.324,-6.1615,4.3938,0.051397,-0.23207,-0.93092,0.27728,-5.0843,-3.2255,0.26341,0.098479,-0.50635,0.12187,-2.4565,4.4181,-0.096022,0,0,0,6.8351,6.8204,6.8606,6.8529,4.1203,3.8092,-0.63779,1.538,-1.7027,-2.6138
9.33,11.273,-6.1935,4.3964,0.050049,-0.23304,-0.93197,0.27317,-5.1086,-3.1812,0.26242,0.10152,-0.50595,0.12201,-2.4152,4.4561,-0.10253,0,0,0,6.8366,6.8221,6.8597,6.8517,4.1353,3.7918,-0.66391,1.4647,-1.7678,-2.6104
9.34,11.222,-6.2251,4.399,0.048709,-0.23402,-0.93299,0.26905,-5.1326,-3.1364,0.26136,0.10456,-0.50545,0.12213,-2.3738,4.494,-0.1093,0,0,0,6.838,6.8239,6.8588,6.8504,4.1496,3.7738,-0.68999,1.3911,-1.8335,-2.6048
9.35,11.171,-6.2562,4.4016,0.047377,-0.23501,-0.934,0.26491,-5.1561,-3.0913,0.26023,0.1076,-0.50487,0.12224,-2.3322,4.5316,-0.11633,0,0,0,6.8395,6.8256,6.8579,6.8491,4.1631,3.7551,-0.716,1.317,-1.8996,-2.5969
9.36,11.119,-6.2869,4.4042,0.046054,-0.236,-0.93498,0.26076,-5.1792,-3.0458,0.25903,0.11064,-0.5042,0.12234,-2.2905,4.5691,-0.12362,0,0,0,6.8409,6.8273,6.8569,6.8477,4.1759,3.7358,-0.74192,1.2426,-1.9662,-2.5869
9.37,11.067,-6.3172,4.4068,0.04474,-0.23701,-0.93594,0.25659,-5.2019,-2.9999,0.25776,0.11367,-0.50344,0.12242,-2.2487,4.6063,-0.13117,0,0,0,6.8424,6.8289,6.8559,6.8463,4.188,3.7158,-0.76773,1.168,-2.0333,-2.5748
9.38,11.015,-6.3469,4.4094,0.043437,-0.23802,-0.93689,0.25239,-5.2242,-2.9537,0.25641,0.1167,-0.50258,0.12249,-2.2068,4.6434,-0.13897,0,0,0,6.8438,6.8306,6.8548,6.8448,4.1993,3.6951,-0.79341,1.093,-2.1009,-2.5605
9.39,10.963,-6.3762,4.4119,0.042143,-0.23904,-0.93781,0.24819,-5.2461,-2.907,0.25498,0.11971,-0.50164,0.12255,-2.1647,4.6802,-0.14704,0,0,0,6.8452,6.8322,6.8537,6.8433,4.2098,3.6738,-0.81893,1.0179,-2.1689,-2.5441
9.4,10.91,-6.4051,4.4145,0.040861,-0.24006,-0.93871,0.24396,-5.2675,-2.8601,0.25347,0.12271,-0.50061,0.12259,-2.1226,4.7168,-0.15535,0,0,0,6.8466,6.8338,6.8526,6.8417,4.2196,3.6518,-0.84428,0.94258,-2.2374,-2.5257
9.41,10.857,-6.4334,4.417,0.03959,-0.2411,-0.9396,0.23971,-5.2885,-2.8127,0.25187,0.12569,-0.49948,0.12262,-2.0803,4.7532,-0.16392,0,0,0,6.8479,6.8354,6.8515,6.8402,4.2287,3.629,-0.86944,0.86718,-2.3063,-2.5052
9.42,10.804,-6.4613,4.4195,0.038331,-0.24214,-0.94046,0.23545,-5.3091,-2.765,0.25019,0.12866,-0.49826,0.12263,-2.038,4.7894,-0.17274,0,0,0,6.8493,6.837,6.8503,6.8385,4.237,3.6056,-0.89438,0.7917,-2.3756,-2.4827
9.43,10.751,-6.4887,4.422,0.037084,-0.24318,-0.9413,0.23117,-5.3293,-2.7169,0.24842,0.1316,-0.49695,0.12263,-1.9956,4.8254,-0.18181,0,0,0,6.8506,6.8385,6.8491,6.8369,4.2445,3.5815,-0.91909,0.71621,-2.4453,-2.4583
9.44,10.698,-6.5157,4.4245,0.035849,-0.24424,-0.94212,0.22687,-5.349,-2.6685,0.24655,0.13452,-0.49555,0.12262,-1.9531,4.861,-0.19112,0,0,0,6.8519,6.84,6.8479,6.8352,4.2513,3.5567,-0.94354,0.64075,-2.5154,-2.4319
9.45,10.644,-6.5421,4.4269,0.034629,-0.24529,-0.94292,0.22255,-5.3683,-2.6197,0.24459,0.13741,-0.49406,0.12259,-1.9106,4.8965,-0.20068,0,0,0,6.8532,6.8414,6.8466,6.8334,4.2573,3.5312,-0.96772,0.56536,-2.5859,-2.4035
9.46,10.59,-6.5681,4.4294,0.033421,-0.24636,-0.9437,0.21821,-5.3872,-2.5706,0.24254,0.14027,-0.49247,0.12254,-1.868,4.9317,-0.21047,0,0,0,6.8545,6.8428,6.8453,6.8316,4.2626,3.505,-0.9916,0.4901,-2.6567,-2.3732
9.47,10.536,-6.5935,4.4318,0.032228,-0.24743,-0.94446,0.21386,-5.4057,-2.5211,0.24038,0.1431,-0.4908,0.12249,-1.8253,4.9666,-0.22051,0,0,0,6.8557,6.8442,6.844,6.8298,4.2671,3.4781,-1.0152,0.415,-2.7279,-2.3411
9.48,10.482,-6.6185,4.4342,0.03105,-0.2485,-0.9452,0.20948,-5.4237,-2.4712,0.23813,0.14589,-0.48904,0.12241,-1.7826,5.0012,-0.23078,0,0,0,6.857,6.8456,6.8427,6.828,4.2709,3.4504,-1.0384,0.34012,-2.7995,-2.3071
9.49,10.428,-6.6429,4.4365,0.029886,-0.24959,-0.94591,0.20508,-5.4413,-2.421,0.23577,0.14865,-0.48718,0.12233,-1.7399,5.0356,-0.24128,0,0,0,6.8582,6.8469,6.8413,6.8261,4.2739,3.4221,-1.0613,0.2655,-2.8714,-2.2712
9.5,10.373,-6.6669,4.4389,0.028738,-0.25067,-0.94661,0.20067,-5.4585,-2.3705,0.2333,0.15137,-0.48524,0.12223,-1.6972,5.0697,-0.252,0,0,0,6.8593,6.8481,6.8399,6.8242,4.2762,3.393,-1.0838,0.19118,-2.9436,-2.2336
9.51,10.319,-6.6903,4.4412,0.027606,-0.25176,-0.94728,0.19624,-5.4753,-2.3197,0.23073,0.15404,-0.48321,0.12211,-1.6544,5.1034,-0.26295,0,0,0,6.8604,6.8493,6.8385,6.8222,4.2777,3.3632,-1.106,0.11722,-3.0162,-2.1942
9.52,10.264,-6.7133,4.4435,0.026491,-0.25286,-0.94794,0.19178,-5.4916,-2.2685,0.22804,0.15666,-0.4811,0.12198,-1.6116,5.1369,-0.27412,0,0,0,6.8615,6.8505,6.8371,6.8203,4.2785,3.3327,-1.1277,0.043665,-3.089,-2.153
9.53,10.209,-6.7357,4.4458,0.025392,-0.25395,-0.94857,0.18731,-5.5075,-2.2169,0.22524,0.15924,-0.47889,0.12184,-1.5688,5.1701,-0.2855,0,0,0,6.8626,6.8516,6.8357,6.8183,4.2786,3.3014,-1.149,-0.029448,-3.1621,-2.1102
9.54,10.154,-6.7576,4.448,0.02431,-0.25506,-0.94917,0.18282,-5.523,-2.1651,0.22233,0.16176,-0.47661,0.12168,-1.526,5.203,-0.2971,0,0,0,6.8636,6.8527,6.8342,6.8163,4.278,3.2694,-1.1699,-0.10207,-3.2356,-2.0656
9.55,10.098,-6.779,4.4502,0.023246,-0.25616,-0.94976,0.17831,-5.538,-2.1129,0.2193,0.16423,-0.47423,0.12151,-1.4833,5.2355,-0.3089,0,0,0,6.8646,6.8537,6.8327,6.8142,4.2766,3.2367,-1.1903,-0.17415,-3.3092,-2.0193
9.56,10.043,-6.7999,4.4524,0.0222,-0.25727,-0.95033,0.17377,-5.5527,-2.0603,0.21615,0.16664,-0.47178,0.12132,-1.4405,5.2677,-0.3209,0,0,0,6.8656,6.8546,6.8312,6.8121,4.2745,3.2033,-1.2103,-0.24571,-3.3832,-1.9713
9.57,9.9874,-6.8202,4.4545,0.021172,-0.25838,-0.95087,0.16922,-5.5669,-2.0075,0.21288,0.16899,-0.46925,0.12112,-1.3978,5.2995,-0.33311,0,0,0,6.8665,6.8555,6.8297,6.8101,4.2717,3.1691,-1.2298,-0.31676,-3.4574,-1.9213
9.58,9.9316,-6.84,4.4566,0.020163,-0.2595,-0.95139,0.16465,-5.5806,-1.9544,0.20949,0.17127,-0.46663,0.12091,-1.3551,5.3311,-0.3455,0,0,0,6.8673,6.8563,6.8281,6.8079,4.2681,3.1341,-1.2487,-0.38734,-3.5318,-1.8691
9.59,9.8757,-6.8593,4.4587,0.019174,-0.26061,-0.95189,0.16006,-5.594,-1.9009,0.20597,0.17349,-0.46394,0.12069,-1.3124,5.3622,-0.35808,0,0,0,6.8682,6.8571,6.8266,6.8058,4.2639,3.0984,-1.2671,-0.45746,-3.6065,-1.8148
9.6,9.8197,-6.878,4.4608,0.018203,-0.26173,-0.95236,0.15546,-5.6069,-1.8471,0.20233,0.17564,-0.46117,0.12045,-1.2698,5.393,-0.37084,0,0,0,6.8689,6.8578,6.825,6.8036,4.259,3.062,-1.285,-0.52715,-3.6814,-1.758
9.61,9.7636,-6.8962,4.4628,0.017252,-0.26285,-0.95282,0.15083,-5.6194,-1.793,0.19855,0.17771,-0.45832,0.12019,-1.2272,5.4235,-0.38378,0,0,0,6.8697,6.8585,6.8234,6.8014,4.2534,3.0248,-1.3023,-0.59644,-3.7565,-1.6986
