t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
9.62,9.7074,-6.9139,4.4647,0.016322,-0.26397,-0.95325,0.14618,-5.6314,-1.7386,0.19465,0.1797,-0.4554,0.11993,-1.1847,5.4535,-0.39688,0,0,0,6.8704,6.8591,6.8218,6.7992,4.2471,2.9868,-1.319,-0.66536,-3.8319,-1.6364
9.63,9.651,-6.931,4.4667,0.015412,-0.26509,-0.95366,0.14152,-5.643,-1.684,0.19062,0.18162,-0.45241,0.11965,-1.1423,5.4832,-0.41015,0,0,0,6.8711,6.8596,6.8201,6.7969,4.2401,2.9482,-1.335,-0.73392,-3.9074,-1.5714
9.64,9.5945,-6.9476,4.4685,0.014522,-0.26621,-0.95404,0.13683,-5.6543,-1.629,0.18645,0.18344,-0.44935,0.11936,-1.0999,5.5125,-0.42358,0,0,0,6.8717,6.8601,6.8185,6.7946,4.2324,2.9087,-1.3504,-0.80216,-3.9832,-1.5033
9.65,9.5379,-6.9636,4.4704,0.013654,-0.26733,-0.95441,0.13213,-5.665,-1.5737,0.18214,0.18518,-0.44622,0.11906,-1.0577,5.5414,-0.43716,0,0,0,6.8723,6.8605,6.8168,6.7922,4.224,2.8685,-1.3651,-0.8701,-4.0591,-1.4319
9.66,9.4812,-6.9791,4.4722,0.012807,-0.26845,-0.95474,0.12741,-5.6754,-1.5182,0.1777,0.18683,-0.44303,0.11874,-1.0155,5.5699,-0.45088,0,0,0,6.8728,6.8609,6.815,6.7899,4.215,2.8275,-1.379,-0.93776,-4.1353,-1.3572
9.67,9.4244,-6.994,4.4739,0.011981,-0.26957,-0.95506,0.12267,-5.6854,-1.4623,0.17313,0.18839,-0.43977,0.11841,-0.97336,5.5979,-0.46474,0,0,0,6.8733,6.8612,6.8133,6.7875,4.2053,2.7858,-1.3922,-1.0052,-4.2116,-1.279
9.68,9.3675,-7.0083,4.4757,0.011177,-0.27068,-0.95535,0.11791,-5.6949,-1.4062,0.16841,0.18984,-0.43644,0.11807,-0.93136,5.6256,-0.47872,0,0,0,6.8738,6.8614,6.8115,6.785,4.1949,2.7433,-1.4046,-1.0724,-4.2881,-1.197
9.69,9.3105,-7.0221,4.4773,0.010395,-0.2718,-0.95562,0.11314,-5.704,-1.3498,0.16355,0.19119,-0.43306,0.11772,-0.88947,5.6528,-0.49282,0,0,0,6.8742,6.8616,6.8097,6.7825,4.1838,2.7,-1.4161,-1.1393,-4.3647,-1.1112
9.7,9.2534,-7.0353,4.4789,0.0096359,-0.27291,-0.95587,0.10835,-5.7127,-1.2931,0.15855,0.19243,-0.42962,0.11736,-0.84769,5.6796,-0.50704,0,0,0,6.8746,6.8617,6.8079,6.78,4.1721,2.656,-1.4268,-1.2062,-4.4415,-1.0213
9.71,9.1962,-7.0479,4.4805,0.0088988,-0.27402,-0.95609,0.10354,-5.7209,-1.2362,0.15341,0.19355,-0.42612,0.11698,-0.80603,5.7059,-0.52136,0,0,0,6.875,6.8618,6.806,6.7774,4.1597,2.6112,-1.4365,-1.2728,-4.5185,-0.92734
9.72,9.139,-7.06,4.482,0.0081843,-0.27512,-0.95629,0.09871,-5.7288,-1.179,0.14812,0.19457,-0.42256,0.11659,-0.7645,5.7318,-0.53577,0,0,0,6.8753,6.8618,6.8041,6.7748,4.1466,2.5656,-1.4453,-1.3394,-4.5956,-0.82899
9.73,9.0817,-7.0715,4.4834,0.0074927,-0.27622,-0.95647,0.093867,-5.7362,-1.1216,0.14269,0.19546,-0.41896,0.11619,-0.7231,5.7572,-0.55026,0,0,0,6.8756,6.8618,6.8022,6.7721,4.1329,2.5193,-1.4531,-1.4058,-4.6728,-0.72615
9.74,9.0243,-7.0825,4.4848,0.006824,-0.27732,-0.95662,0.089008,-5.7433,-1.0639,0.13712,0.19622,-0.4153,0.11577,-0.68184,5.7822,-0.56483,0,0,0,6.8759,6.8617,6.8002,6.7694,4.1185,2.4722,-1.4598,-1.4722,-4.7502,-0.61865
9.75,8.9668,-7.0928,4.4862,0.0061784,-0.27841,-0.95675,0.084134,-5.7499,-1.0059,0.1314,0.19686,-0.41159,0.11535,-0.64073,5.8066,-0.57945,0,0,0,6.8761,6.8615,6.7982,6.7666,4.1035,2.4243,-1.4655,-1.5385,-4.8277,-0.50634
9.76,8.9093,-7.1026,4.4875,0.0055561,-0.27949,-0.95686,0.079244,-5.7561,-0.94775,0.12553,0.19735,-0.40785,0.11491,-0.59977,5.8306,-0.59413,0,0,0,6.8763,6.8613,6.7962,6.7638,4.0878,2.3756,-1.4699,-1.6048,-4.9053,-0.38905
9.77,8.8517,-7.1118,4.4887,0.0049572,-0.28057,-0.95694,0.074339,-5.7619,-0.88933,0.11951,0.19771,-0.40405,0.11446,-0.55898,5.8542,-0.60885,0,0,0,6.8765,6.861,6.7942,6.761,4.0714,2.3262,-1.4732,-1.6712,-4.983,-0.26664
9.78,8.794,-7.1204,4.4899,0.0043817,-0.28164,-0.957,0.06942,-5.7672,-0.83067,0.11335,0.19793,-0.40022,0.114,-0.51835,5.8772,-0.62359,0,0,0,6.8766,6.8607,6.7921,6.7581,4.0543,2.2759,-1.4752,-1.7375,-5.0608,-0.13893
9.79,8.7363,-7.1284,4.491,0.0038297,-0.2827,-0.95703,0.064487,-5.7722,-0.77179,0.10704,0.19799,-0.39635,0.11352,-0.47789,5.8997,-0.63835,0,0,0,6.8768,6.8603,6.79,6.7551,4.0366,2.225,-1.476,-1.8039,-5.1386,-0.00577
9.8,8.6786,-7.1358,4.492,0.0033014,-0.28376,-0.95704,0.05954,-5.7768,-0.71268,0.10058,0.1979,-0.39245,0.11304,-0.43762,5.9217,-0.65311,0,0,0,6.8769,6.8599,6.7879,6.7522,4.0183,2.1732,-1.4753,-1.8704,-5.2166,0.133
9.81,8.6208,-7.1426,4.493,0.0027967,-0.2848,-0.95703,0.054581,-5.781,-0.65335,0.09398,0.19765,-0.38852,0.11254,-0.39753,5.9431,-0.66785,0,0,0,6.877,6.8595,6.7857,6.7491,3.9992,2.1206,-1.4733,-1.937,-5.2947,0.27753
9.82,8.563,-7.1489,4.4939,0.0023157,-0.28583,-0.95699,0.049609,-5.7848,-0.59382,0.087228,0.19724,-0.38456,0.11203,-0.35764,5.9641,-0.68257,0,0,0,6.8771,6.859,6.7835,6.746,3.9795,2.0673,-1.4698,-2.0037,-5.3728,0.428
9.83,8.5051,-7.1545,4.4947,0.0018584,-0.28686,-0.95693,0.044625,-5.7881,-0.53407,0.080329,0.19665,-0.38057,0.11151,-0.31794,5.9845,-0.69724,0,0,0,6.8772,6.8584,6.7813,6.7429,3.9591,2.0132,-1.4647,-2.0706,-5.451,0.58454
9.84,8.4472,-7.1595,4.4955,0.0014248,-0.28787,-0.95685,0.039629,-5.7911,-0.47413,0.073283,0.19589,-0.37656,0.11097,-0.27846,6.0043,-0.71186,0,0,0,6.8773,6.8578,6.779,6.7397,3.9381,1.9583,-1.4581,-2.1376,-5.5292,0.74734
9.85,8.3893,-7.164,4.4962,0.0010149,-0.28887,-0.95674,0.034623,-5.7937,-0.41399,0.066092,0.19495,-0.37254,0.11043,-0.23918,6.0236,-0.7264,0,0,0,6.8774,6.8572,6.7768,6.7365,3.9164,1.9026,-1.4497,-2.2049,-5.6075,0.91654
9.86,8.3313,-7.1678,4.4968,0.00062856,-0.28985,-0.95661,0.029607,-5.7959,-0.35366,0.058756,0.19382,-0.3685,0.10987,-0.20013,6.0424,-0.74085,0,0,0,6.8775,6.8566,6.7745,6.7332,3.894,1.8461,-1.4397,-2.2724,-5.6858,1.0923
9.87,8.2734,-7.1711,4.4974,0.00026582,-0.29082,-0.95646,0.024582,-5.7977,-0.29314,0.051275,0.19249,-0.36444,0.10929,-0.1613,6.0606,-0.75518,0,0,0,6.8776,6.856,6.7722,6.7299,3.8709,1.7889,-1.4279,-2.3402,-5.7642,1.2748
9.88,8.2154,-7.1737,4.4978,-7.3425e-05,-0.29178,-0.95629,0.019547,-5.7991,-0.23245,0.043652,0.19097,-0.36039,0.10871,-0.12271,6.0782,-0.7694,0,0,0,6.8777,6.8553,6.7698,6.7265,3.8472,1.7308,-1.4142,-2.4082,-5.8426,1.4642
9.89,8.1574,-7.1757,4.4982,-0.00038927,-0.29272,-0.95609,0.014505,-5.8002,-0.17158,0.035888,0.18924,-0.35632,0.10811,-0.084362,6.0952,-0.78346,0,0,0,6.8779,6.8546,6.7675,6.7231,3.8228,1.672,-1.3986,-2.4766,-5.921,1.6606
9.9,8.0994,-7.1771,4.4986,-0.00068184,-0.29364,-0.95587,0.0094548,-5.8008,-0.11055,0.027984,0.1873,-0.35226,0.1075,-0.04626,6.1116,-0.79736,0,0,0,6.878,6.8539,6.7651,6.7197,3.7977,1.6124,-1.381,-2.5453,-5.9994,1.8642
9.91,8.0414,-7.1779,4.4988,-0.00095124,-0.29455,-0.95563,0.004398,-5.8011,-0.049353,0.019941,0.18515,-0.3482,0.10687,-0.0084113,6.1274,-0.81107,0,0,0,6.8782,6.8532,6.7628,6.7163,3.7719,1.552,-1.3613,-2.6143,-6.0778,2.0751
9.92,7.9834,-7.1781,4.499,0.0011976,0.29544,0.95536,0.0006648,-5.801,0.011998,0.011763,0.18277,-0.34415,0.10624,0.029175,6.1426,-0.82458,0,0,0,6.8784,6.8524,6.7604,6.7128,3.7454,1.4909,-1.3394,-2.6837,-6.1562,2.2933
9.93,7.9254,-7.1777,4.499,0.0014212,0.2963,0.95508,0.0057329,-5.8005,0.073498,0.0034506,0.18016,-0.34012,0.10559,0.066494,6.1572,-0.83786,0,0,0,6.8787,6.8517,6.758,6.7093,3.7182,1.4289,-1.3154,-2.7534,-6.2344,2.5167
9.94,7.8674,-7.1766,4.499,0.0016221,0.29715,0.95477,0.010806,-5.7997,0.13514,-0.0049933,0.17732,-0.3361,0.10492,0.10354,6.1712,-0.85088,0,0,0,6.879,6.851,6.7556,6.7057,3.6903,1.3662,-1.2891,-2.823,-6.312,2.7427
9.95,7.8094,-7.175,4.4989,0.0018006,0.29798,0.95444,0.015882,-5.7984,0.19692,-0.013566,0.17425,-0.33211,0.10424,0.1403,6.1846,-0.86363,0,0,0,6.8793,6.8503,6.7532,6.7023,3.6617,1.3027,-1.2605,-2.8926,-6.3889,2.9686
9.96,7.7514,-7.1727,4.4987,0.0019568,0.29878,0.95409,0.020962,-5.7968,0.25883,-0.022265,0.17095,-0.32814,0.10355,0.17677,6.1973,-0.87608,0,0,0,6.8797,6.8496,6.7509,6.6988,3.6325,1.2384,-1.2297,-2.9617,-6.4647,3.1918
9.97,7.6934,-7.1698,4.4985,0.0020911,0.29956,0.95372,0.026043,-5.7949,0.32086,-0.031087,0.16741,-0.32421,0.10284,0.21294,6.2093,-0.88822,0,0,0,6.88,6.8489,6.7486,6.6954,3.6025,1.1734,-1.1967,-3.0304,-6.5392,3.4097
9.98,7.6355,-7.1663,4.4981,0.0022037,0.30031,0.95333,0.031127,-5.7926,0.38301,-0.040028,0.16364,-0.32032,0.10213,0.24882,6.2207,-0.90001,0,0,0,6.8804,6.8483,6.7462,6.692,3.5719,1.1076,-1.1616,-3.0983,-6.6122,3.6196
9.99,7.5776,-7.1621,4.4977,0.0022949,0.30104,0.95292,0.036211,-5.7899,0.44528,-0.049086,0.15964,-0.31648,0.10139,0.28438,6.2315,-0.91144,0,0,0,6.8808,6.8476,6.744,6.6887,3.5405,1.0411,-1.1244,-3.1653,-6.6833,3.8191
10,7.5197,-7.1574,4.4971,0.002365,0.30174,0.95249,0.041294,-5.7869,0.50764,-0.058256,0.15543,-0.31268,0.10065,0.31963,6.2415,-0.92249,0,0,0,6.8811,6.847,6.7417,6.6856,3.5086,0.97395,-1.0852,-3.2314,-6.7525,4.0076
10.01,7.4619,-7.152,4.4965,0.0024144,0.30241,0.95205,0.046377,-5.7835,0.5701,-0.067534,0.151,-0.30894,0.099889,0.35455,6.2509,-0.93314,0,0,0,6.8815,6.8464,6.7395,6.6825,3.4759,0.90609,-1.0442,-3.2965,-6.8198,4.1853
10.02,7.404,-7.146,4.4958,0.0024434,0.30306,0.95158,0.051459,-5.7798,0.63266,-0.076917,0.14637,-0.30527,0.099118,0.38914,6.2597,-0.94337,0,0,0,6.8818,6.8458,6.7374,6.6795,3.4426,0.83756,-1.0015,-3.3608,-6.8851,4.3526
10.03,7.3463,-7.1393,4.495,0.0024524,0.30367,0.95109,0.056537,-5.7758,0.6953,-0.0864,0.14154,-0.30166,0.098335,0.4234,6.2677,-0.95316,0,0,0,6.8822,6.8453,6.7353,6.6766,3.4087,0.76839,-0.95722,-3.4242,-6.9484,4.5097
10.04,7.2885,-7.1321,4.4941,0.0024418,0.30426,0.95059,0.061613,-5.7713,0.75801,-0.095979,0.13651,-0.29812,0.09754,0.45731,6.275,-0.96251,0,0,0,6.8826,6.8447,6.7332,6.6738,3.3741,0.6986,-0.91138,-3.4867,-7.0098,4.6569
10.05,7.2308,-7.1242,4.4931,0.0024121,0.30481,0.95007,0.066684,-5.7666,0.82079,-0.10565,0.1313,-0.29466,0.096733,0.49088,6.2817,-0.97139,0,0,0,6.883,6.8442,6.7312,6.6711,3.339,0.6282,-0.86411,-3.5483,-7.069,4.7944
10.06,7.1732,-7.1156,4.492,0.0023637,0.30533,0.94954,0.07175,-5.7615,0.88364,-0.1154,0.1259,-0.29128,0.095915,0.52409,6.2876,-0.97979,0,0,0,6.8834,6.8437,6.7293,6.6685,3.3032,0.55723,-0.81552,-3.6091,-7.1263,4.9226
10.07,7.1156,-7.1065,4.4907,0.002297,0.30582,0.94898,0.07681,-5.7561,0.94654,-0.12524,0.12034,-0.28798,0.095086,0.55694,6.2928,-0.98769,0,0,0,6.8838,6.8433,6.7274,6.666,3.2668,0.48569,-0.76569,-3.6691,-7.1814,5.0417
10.08,7.0581,-7.0967,4.4894,0.0022125,0.30627,0.94841,0.081864,-5.7504,1.0095,-0.13516,0.11461,-0.28478,0.094247,0.58942,6.2973,-0.9951,0,0,0,6.8841,6.8429,6.7255,6.6636,3.2298,0.4136,-0.71472,-3.7283,-7.2345,5.1519
10.09,7.0006,-7.0863,4.488,0.0021108,0.30669,0.94783,0.086911,-5.7443,1.0725,-0.14514,0.10872,-0.28167,0.093397,0.62154,6.3011,-1.002,0,0,0,6.8846,6.8425,6.7238,6.6614,3.1922,0.341,-0.66268,-3.7867,-7.2854,5.2536
10.1,6.9432,-7.0753,4.4865,0.0019923,0.30708,0.94723,0.09195,-5.738,1.1355,-0.1552,0.10267,-0.27866,0.092537,0.65327,6.3041,-1.0083,0,0,0,6.885,6.8421,6.7221,6.6592,3.1541,0.2679,-0.60967,-3.8444,-7.3342,5.347
10.11,6.8858,-7.0636,4.4849,0.0018577,0.30743,0.94661,0.096979,-5.7313,1.1986,-0.16531,0.096482,-0.27575,0.091668,0.68462,6.3064,-1.0142,0,0,0,6.8854,6.8418,6.7204,6.6571,3.1153,0.19433,-0.55577,-3.9013,-7.3808,5.4324
10.12,6.8286,-7.0513,4.4832,0.0017073,0.30774,0.94599,0.102,-5.7243,1.2616,-0.17548,0.090152,-0.27294,0.09079,0.71557,6.308,-1.0195,0,0,0,6.8858,6.8415,6.7189,6.6552,3.076,0.12029,-0.50105,-3.9576,-7.4252,5.5101
10.13,6.7714,-7.0384,4.4814,0.0015418,0.30802,0.94534,0.10701,-5.717,1.3247,-0.1857,0.083689,-0.27025,0.089902,0.74613,6.3088,-1.0242,0,0,0,6.8862,6.8412,6.7173,6.6533,3.0362,0.045829,-0.44559,-4.0131,-7.4675,5.5804
10.14,6.7142,-7.0248,4.4795,0.0013617,0.30826,0.94468,0.11201,-5.7094,1.3878,-0.19596,0.0771,-0.26766,0.089006,0.77629,6.3089,-1.0284,0,0,0,6.8866,6.8409,6.7159,6.6516,2.9958,-0.029047,-0.38946,-4.0679,-7.5074,5.6434
10.15,6.6572,-7.0106,4.4775,0.0011677,0.30846,0.94401,0.11699,-5.7014,1.4509,-0.20626,0.070391,-0.26518,0.088101,0.80605,6.3083,-1.032,0,0,0,6.8871,6.8407,6.7145,6.6499,2.9548,-0.10431,-0.33274,-4.122,-7.5452,5.6996
10.16,6.6002,-6.9958,4.4754,0.00096021,0.30862,0.94333,0.12197,-5.6932,1.514,-0.2166,0.06357,-0.26283,0.087189,0.83539,6.3068,-1.035,0,0,0,6.8875,6.8405,6.7131,6.6484,2.9133,-0.17994,-0.2755,-4.1755,-7.5806,5.7491
10.17,6.5433,-6.9803,4.4732,0.00073993,0.30875,0.94264,0.12693,-5.6847,1.577,-0.22696,0.056641,-0.26059,0.086269,0.86431,6.3047,-1.0375,0,0,0,6.8879,6.8404,6.7119,6.6469,2.8713,-0.25592,-0.21778,-4.2284,-7.6138,5.7922
10.18,6.4865,-6.9642,4.4709,0.00050745,0.30884,0.94193,0.13187,-5.6759,1.6401,-0.23734,0.049613,-0.25846,0.085342,0.89281,6.3017,-1.0394,0,0,0,6.8884,6.8402,6.7106,6.6455,2.8288,-0.33221,-0.15967,-4.2807,-7.6446,5.8293
10.19,6.4298,-6.9475,4.4684,0.00026335,0.30888,0.94121,0.1368,-5.6669,1.7031,-0.24775,0.04249,-0.25646,0.084407,0.92089,6.298,-1.0407,0,0,0,6.8888,6.8401,6.7094,6.6442,2.7857,-0.4088,-0.10122,-4.3323,-7.6731,5.8605
10.2,6.3732,-6.9302,4.4659,8.2547e-06,0.30889,0.94048,0.14172,-5.6575,1.766,-0.25816,0.035279,-0.25459,0.083466,0.94853,6.2935,-1.0414,0,0,0,6.8892,6.84,6.7083,6.643,2.7421,-0.48567,-0.042479,-4.3834,-7.6992,5.8862
10.21,6.3166,-6.9122,4.4633,-0.00025723,0.30885,0.93974,0.14662,-5.6479,1.8289,-0.26857,0.027986,-0.25283,0.082518,0.97573,6.2883,-1.0415,0,0,0,6.8896,6.8399,6.7073,6.6419,2.6981,-0.56278,0.01649,-4.434,-7.7229,5.9067
10.22,6.2602,-6.8936,4.4605,-0.0005325,0.30878,0.93899,0.1515,-5.638,1.8918,-0.27898,0.020617,-0.2512,0.081564,1.0025,6.2823,-1.0411,0,0,0,6.8901,6.8399,6.7062,6.6409,2.6535,-0.64012,0.075638,-4.4839,-7.7442,5.9221
10.23,6.2039,-6.8744,4.4577,-0.00081692,0.30866,0.93823,0.15636,-5.6279,1.9546,-0.28939,0.013177,-0.2497,0.080604,1.0288,6.2755,-1.04,0,0,0,6.8905,6.8398,6.7053,6.6399,2.6084,-0.71765,0.13492,-4.5334,-7.7631,5.9329
10.24,6.1476,-6.8545,4.4547,-0.0011099,0.3085,0.93746,0.16121,-5.6174,2.0173,-0.29978,0.0056729,-0.24832,0.079638,1.0547,6.2679,-1.0384,0,0,0,6.8909,6.8398,6.7043,6.639,2.5628,-0.79537,0.19428,-4.5824,-7.7795,5.9391
10.25,6.0915,-6.834,4.4517,-0.0014108,0.3083,0.93669,0.16604,-5.6068,2.0799,-0.31016,-0.0018909,-0.24706,0.078667,1.0801,6.2596,-1.0361,0,0,0,6.8914,6.8398,6.7034,6.6382,2.5167,-0.87324,0.25369,-4.6309,-7.7934,5.9413
10.26,6.0355,-6.8129,4.4485,-0.001719,0.30806,0.9359,0.17084,-5.5958,2.1425,-0.3205,-0.0095088,-0.24593,0.077691,1.105,6.2505,-1.0333,0,0,0,6.8918,6.8399,6.7026,6.6374,2.4702,-0.95123,0.31309,-4.6789,-7.8049,5.9395
10.27,5.9796,-6.7912,4.4453,-0.0020339,0.30778,0.93511,0.17563,-5.5847,2.2049,-0.33082,-0.017176,-0.24493,0.076709,1.1295,6.2406,-1.0299,0,0,0,6.8922,6.8399,6.7018,6.6367,2.4232,-1.0293,0.37246,-4.7265,-7.8138,5.934
10.28,5.9238,-6.7688,4.4419,-0.002355,0.30745,0.93431,0.1804,-5.5733,2.2673,-0.3411,-0.024887,-0.24405,0.075723,1.1534,6.2299,-1.0258,0,0,0,6.8926,6.84,6.701,6.6361,2.3757,-1.1075,0.43176,-4.7736,-7.8201,5.9253
10.29,5.8681,-6.7458,4.4385,-0.0026815,0.30708,0.9335,0.18514,-5.5616,2.3295,-0.35133,-0.032637,-0.24329,0.074731,1.177,6.2184,-1.0212,0,0,0,6.893,6.8401,6.7003,6.6355,2.3277,-1.1857,0.49096,-4.8203,-7.8239,5.9134
10.3,5.8126,-6.7222,4.4349,-0.0030129,0.30667,0.93268,0.18986,-5.5497,2.3917,-0.36152,-0.040422,-0.24266,0.073736,1.2,6.2062,-1.016,0,0,0,6.8935,6.8402,6.6996,6.635,2.2792,-1.264,0.55002,-4.8666,-7.8251,5.8985
10.31,5.7572,-6.698,4.4312,-0.0033487,0.30622,0.93186,0.19456,-5.5376,2.4537,-0.37165,-0.048237,-0.24215,0.072736,1.2225,6.1931,-1.0102,0,0,0,6.8939,6.8404,6.6989,6.6345,2.2304,-1.3422,0.60892,-4.9124,-7.8239,5.8805
10.32,5.7018,-6.6731,4.4275,-0.0036882,0.30572,0.93103,0.19924,-5.5253,2.5155,-0.38172,-0.056078,-0.24176,0.071732,1.2446,6.1793,-1.0039,0,0,0,6.8943,6.8405,6.6983,6.6341,2.181,-1.4204,0.66762,-4.9577,-7.8203,5.8593
10.33,5.6466,-6.6477,4.4236,-0.0040308,0.30518,0.9302,0.20389,-5.5127,2.5772,-0.39173,-0.06394,-0.24149,0.070724,1.2662,6.1647,-0.99688,0,0,0,6.8947,6.8407,6.6977,6.6337,2.1312,-1.4986,0.72609,-5.0024,-7.8142,5.8351
10.34,5.5916,-6.6216,4.4196,-0.0043761,0.30459,0.92937,0.20852,-5.4999,2.6388,-0.40166,-0.071818,-0.24133,0.069712,1.2872,6.1493,-0.98933,0,0,0,6.8951,6.8409,6.6972,6.6334,2.081,-1.5767,0.78431,-5.0465,-7.8059,5.8077
10.35,5.5366,-6.5949,4.4156,-0.0047234,0.30397,0.92853,0.21312,-5.487,2.7002,-0.41151,-0.079709,-0.2413,0.068697,1.3078,6.1332,-0.9812,0,0,0,6.8955,6.8411,6.6967,6.6331,2.0303,-1.6547,0.84224,-5.0899,-7.7953,5.7771
10.36,5.4818,-6.5676,4.4114,-0.0050722,0.3033,0.92768,0.2177,-5.4738,2.7615,-0.42128,-0.087608,-0.24138,0.067678,1.3278,6.1163,-0.97249,0,0,0,6.8958,6.8413,6.6962,6.6329,1.9792,-1.7326,0.89984,-5.1327,-7.7824,5.7432
10.37,5.4272,-6.5397,4.4071,-0.005422,0.30258,0.92683,0.22225,-5.4604,2.8225,-0.43096,-0.09551,-0.24157,0.066656,1.3474,6.0985,-0.9632,0,0,0,6.8962,6.8416,6.6958,6.6327,1.9276,-1.8104,0.95709,-5.1748,-7.7674,5.7062
10.38,5.3726,-6.5111,4.4028,-0.0057722,0.30183,0.92598,0.22678,-5.4468,2.8834,-0.44054,-0.10341,-0.24187,0.065632,1.3664,6.08,-0.95335,0,0,0,6.8965,6.8418,6.6954,6.6326,1.8757,-1.888,1.014,-5.216,-7.7503,5.6658
10.39,5.3182,-6.482,4.3983,-0.0061224,0.30103,0.92512,0.23128,-5.4331,2.9441,-0.45003,-0.11131,-0.24228,0.064605,1.3849,6.0608,-0.94292,0,0,0,6.8969,6.842,6.695,6.6326,1.8233,-1.9654,1.0704,-5.2565,-7.7311,5.6222
10.4,5.264,-6.4523,4.3938,-0.0064719,0.30018,0.92427,0.23575,-5.4192,3.0047,-0.4594,-0.1192,-0.2428,0.063576,1.4028,6.0407,-0.93194,0,0,0,6.8972,6.8423,6.6947,6.6326,1.7705,-2.0426,1.1264,-5.2961,-7.71,5.5753
10.41,5.2099,-6.4219,4.3891,-0.0068204,0.29929,0.92341,0.24019,-5.405,3.065,-0.46866,-0.12708,-0.24342,0.062544,1.4203,6.0199,-0.9204,0,0,0,6.8975,6.8425,6.6945,6.6327,1.7174,-2.1196,1.1819,-5.3348,-7.6869,5.525
10.42,5.1559,-6.391,4.3844,-0.0071673,0.29836,0.92255,0.24461,-5.3907,3.1251,-0.47781,-0.13494,-0.24414,0.061511,1.4372,5.9984,-0.9083,0,0,0,6.8978,6.8428,6.6943,6.6328,1.6638,-2.1963,1.2369,-5.3726,-7.6618,5.4713
10.43,5.102,-6.3594,4.3796,-0.0075122,0.29739,0.92169,0.249,-5.3763,3.1849,-0.48683,-0.14278,-0.24496,0.060477,1.4536,5.976,-0.89566,0,0,0,6.898,6.8431,6.6941,6.633,1.6099,-2.2728,1.2913,-5.4095,-7.635,5.4142
10.44,5.0483,-6.3273,4.3747,-0.0078546,0.29637,0.92082,0.25335,-5.3617,3.2446,-0.49572,-0.15059,-0.24588,0.059441,1.4694,5.9529,-0.88248,0,0,0,6.8983,6.8434,6.694,6.6333,1.5557,-2.349,1.3451,-5.4453,-7.6063,5.3537
10.45,4.9948,-6.2945,4.3697,-0.0081941,0.29531,0.91996,0.25768,-5.3469,3.304,-0.50448,-0.15838,-0.24689,0.058405,1.4847,5.929,-0.86876,0,0,0,6.8985,6.8436,6.6939,6.6336,1.501,-2.4249,1.3984,-5.48,-7.5759,5.2897
10.46,4.9414,-6.2612,4.3646,-0.0085302,0.29421,0.9191,0.26198,-5.332,3.3631,-0.51309,-0.16614,-0.248,0.057368,1.4994,5.9044,-0.85451,0,0,0,6.8987,6.8439,6.6939,6.6339,1.4461,-2.5005,1.4509,-5.5137,-7.5438,5.2222
10.47,4.8882,-6.2273,4.3594,-0.0088625,0.29306,0.91823,0.26625,-5.3169,3.4221,-0.52156,-0.17386,-0.24919,0.056331,1.5136,5.879,-0.83975,0,0,0,6.8989,6.8442,6.694,6.6344,1.3908,-2.5758,1.5028,-5.5462,-7.5101,5.1513
10.48,4.8351,-6.1927,4.3542,-0.0091906,0.29187,0.91737,0.27048,-5.3017,3.4807,-0.52989,-0.18154,-0.25047,0.055295,1.5272,5.8529,-0.82446,0,0,0,6.899,6.8445,6.6941,6.6349,1.3351,-2.6507,1.5539,-5.5776,-7.4748,5.0767
10.49,4.7821,-6.1576,4.3488,-0.0095142,0.29064,0.91651,0.27469,-5.2864,3.5391,-0.53805,-0.18918,-0.25183,0.054259,1.5403,5.826,-0.80867,0,0,0,6.8992,6.8448,6.6942,6.6355,1.2792,-2.7253,1.6043,-5.6077,-7.4379,4.9987
10.5,4.7293,-6.122,4.3434,-0.0098327,0.28937,0.91565,0.27886,-5.2709,3.5972,-0.54606,-0.19678,-0.25327,0.053223,1.5528,5.7984,-0.79238,0,0,0,6.8993,6.8451,6.6944,6.6361,1.223,-2.7995,1.6539,-5.6366,-7.3996,4.917
10.51,4.6767,-6.0857,4.3379,-0.010146,0.28805,0.91479,0.283,-5.2553,3.6551,-0.5539,-0.20432,-0.25479,0.05219,1.5648,5.77,-0.77559,0,0,0,6.8994,6.8454,6.6947,6.6369,1.1665,-2.8733,1.7026,-5.6641,-7.3598,4.8317
10.52,4.6242,-6.0489,4.3323,-0.010453,0.28669,0.91393,0.28711,-5.2396,3.7126,-0.56157,-0.21182,-0.25638,0.051158,1.5761,5.7409,-0.75833,0,0,0,6.8995,6.8457,6.6951,6.6377,1.1097,-2.9466,1.7505,-5.6904,-7.3187,4.7428
10.53,4.5719,-6.0115,4.3267,-0.010755,0.28529,0.91307,0.29119,-5.2238,3.7699,-0.56906,-0.21926,-0.25804,0.050128,1.5869,5.7111,-0.74059,0,0,0,6.8995,6.846,6.6955,6.6385,1.0527,-3.0196,1.7975,-5.7152,-7.2763,4.6501
